date_time,holiday,temp,clouds_all,weather_main,traffic_volume,year,month,weekday,hour,day_part
2013-01-14 22:00:00,None,257.97,1,Clear,1347,2013,1,0,22,night
2013-01-15 00:00:00,None,257.93,1,Clear,487,2013,1,1,0,night
2013-01-15 13:00:00,None,261.3,40,Clouds,4884,2013,1,1,13,afternoon
2013-01-16 14:00:00,None,270.59,1,Clear,5354,2013,1,2,14,afternoon
2013-01-18 00:00:00,None,261.36,1,Clear,602,2013,1,4,0,night
2013-01-18 11:00:00,None,261.02,90,Haze,4813,2013,1,4,11,morning
2013-01-18 21:00:00,None,264.02,90,Clouds,2669,2013,1,4,21,night
2013-01-19 02:00:00,None,264.86,90,Mist,535,2013,1,5,2,dawn
2013-01-20 01:00:00,None,270.86,90,Clouds,784,2013,1,6,1,dawn
2013-01-20 16:00:00,None,266.49,40,Haze,3695,2013,1,6,16,afternoon
2013-01-20 21:00:00,None,257.81,90,Clouds,3219,2013,1,6,21,night
2013-01-21 14:00:00,None,259.26,75,Clouds,4252,2013,1,0,14,afternoon
2013-01-21 21:00:00,None,255.58,20,Clouds,1790,2013,1,0,21,night
2013-01-21 23:00:00,None,253.51,1,Clear,859,2013,1,0,23,night
2013-01-23 02:00:00,None,247.16,11,Clouds,248,2013,1,2,2,dawn
2013-01-23 05:00:00,None,246.47,13,Clouds,2486,2013,1,2,5,dawn
2013-01-24 07:00:00,None,259.98,90,Mist,6870,2013,1,3,7,morning
2013-01-24 08:00:00,None,260.08,90,Snow,6256,2013,1,3,8,morning
2013-01-24 16:00:00,None,259.62,40,Clouds,6661,2013,1,3,16,afternoon
2013-01-24 19:00:00,None,255.77,1,Clear,3156,2013,1,3,19,night
2013-01-25 04:00:00,None,251.45,90,Clouds,683,2013,1,4,4,dawn
2013-01-25 05:00:00,None,251.32,90,Clouds,2384,2013,1,4,5,dawn
2013-01-25 22:00:00,None,261.56,90,Clouds,2439,2013,1,4,22,night
2013-01-25 23:00:00,None,262.18,90,Clouds,1690,2013,1,4,23,night
2013-01-28 01:00:00,None,268.49,90,Clouds,273,2013,1,0,1,dawn
2013-01-28 14:00:00,None,272.85,90,Snow,4799,2013,1,0,14,afternoon
2013-01-30 08:00:00,None,273.04,90,Mist,6060,2013,1,2,8,morning
2013-01-30 21:00:00,None,271.22,90,Clouds,2734,2013,1,2,21,night
2013-01-31 03:00:00,None,268.49,40,Snow,337,2013,1,3,3,dawn
2013-01-31 11:00:00,None,260.59,100,Clouds,4543,2013,1,3,11,morning
2013-01-31 14:00:00,None,261.53,100,Clouds,5303,2013,1,3,14,afternoon
2013-01-31 15:00:00,None,258.75,99,Clouds,5679,2013,1,3,15,afternoon
2013-01-31 20:00:00,None,254.84,98,Clouds,2787,2013,1,3,20,night
2013-02-01 02:00:00,None,252.77,100,Clouds,291,2013,2,4,2,dawn
2013-02-01 10:00:00,None,252.13,99,Clouds,4461,2013,2,4,10,morning
2013-02-02 11:00:00,None,250.41,3,Clear,4420,2013,2,5,11,morning
2013-02-02 13:00:00,None,254.46,56,Clouds,4901,2013,2,5,13,afternoon
2013-02-03 05:00:00,None,249.51,88,Clouds,425,2013,2,6,5,dawn
2013-02-03 13:00:00,None,258.59,91,Clouds,4072,2013,2,6,13,afternoon
2013-02-04 06:00:00,None,254.15,4,Clear,4897,2013,2,0,6,morning
2013-02-04 17:00:00,None,261.23,90,Clouds,6067,2013,2,0,17,afternoon
2013-02-06 03:00:00,None,267.12,75,Clouds,315,2013,2,2,3,dawn
2013-02-06 04:00:00,None,268.0,75,Snow,774,2013,2,2,4,dawn
2013-02-07 21:00:00,None,268.4,90,Haze,3924,2013,2,3,21,night
2013-02-08 03:00:00,None,268.96,90,Haze,339,2013,2,4,3,dawn
2013-02-08 04:00:00,None,268.87,90,Haze,735,2013,2,4,4,dawn
2013-02-10 13:00:00,None,271.94,90,Haze,2059,2013,2,6,13,afternoon
2013-02-10 17:00:00,None,272.46,90,Haze,2230,2013,2,6,17,afternoon
2013-02-11 01:00:00,None,271.04,90,Mist,252,2013,2,0,1,dawn
2013-02-11 08:00:00,None,270.82,90,Snow,5032,2013,2,0,8,morning
2013-02-11 10:00:00,None,271.57,90,Fog,3866,2013,2,0,10,morning
2013-02-11 10:00:00,None,271.57,90,Snow,3866,2013,2,0,10,morning
2013-02-11 17:00:00,None,273.59,90,Rain,5789,2013,2,0,17,afternoon
2013-02-11 20:00:00,None,273.14,90,Mist,2452,2013,2,0,20,night
2013-02-11 21:00:00,None,272.7,90,Mist,2060,2013,2,0,21,night
2013-02-12 10:00:00,None,269.6,90,Clouds,4386,2013,2,1,10,morning
2012-11-27 07:00:00,None,260.62,75,Clouds,6768,2012,11,1,7,morning
2012-11-27 15:00:00,None,266.17,1,Clear,5665,2012,11,1,15,afternoon
2012-11-27 22:00:00,None,263.55,1,Clear,1523,2012,11,1,22,night
2012-11-28 01:00:00,None,264.21,20,Clouds,342,2012,11,2,1,dawn
2012-11-28 04:00:00,None,265.07,40,Clouds,759,2012,11,2,4,dawn
2012-11-28 12:00:00,None,272.28,90,Clouds,4839,2012,11,2,12,morning
2012-11-28 18:00:00,None,272.17,40,Clouds,4314,2012,11,2,18,afternoon
2012-11-28 22:00:00,None,269.59,1,Clear,1568,2012,11,2,22,night
2012-11-29 00:00:00,None,269.69,20,Clouds,561,2012,11,3,0,night
2012-11-29 09:00:00,None,270.12,90,Clouds,5403,2012,11,3,9,morning
2012-11-29 12:00:00,None,273.12,75,Clouds,5081,2012,11,3,12,morning
2012-11-29 14:00:00,None,274.36,75,Clouds,5463,2012,11,3,14,afternoon
2012-11-30 06:00:00,None,270.47,6,Clear,5503,2012,11,4,6,morning
2012-11-30 07:00:00,None,271.22,59,Clouds,6615,2012,11,4,7,morning
2012-11-30 10:00:00,None,271.22,59,Clouds,4840,2012,11,4,10,morning
2012-11-30 15:00:00,None,275.76,90,Clouds,6110,2012,11,4,15,afternoon
2012-11-30 18:00:00,None,273.88,90,Clouds,5420,2012,11,4,18,afternoon
2012-11-30 23:00:00,None,272.14,90,Clouds,1799,2012,11,4,23,night
2012-12-01 09:00:00,None,273.42,90,Mist,3648,2012,12,5,9,morning
2012-12-01 23:00:00,None,274.0,90,Mist,1917,2012,12,5,23,night
2012-12-02 05:00:00,None,275.91,90,Mist,447,2012,12,6,5,dawn
2012-12-02 17:00:00,None,280.65,90,Mist,3938,2012,12,6,17,afternoon
2012-12-03 01:00:00,None,273.38,1,Fog,273,2012,12,0,1,dawn
2012-12-03 09:00:00,None,271.94,90,Fog,5064,2012,12,0,9,morning
2012-12-04 03:00:00,None,279.82,75,Mist,347,2012,12,1,3,dawn
2012-12-04 09:00:00,None,283.74,90,Drizzle,5388,2012,12,1,9,morning
2012-12-04 11:00:00,None,284.95,90,Drizzle,4731,2012,12,1,11,morning
2012-12-04 16:00:00,None,283.7,40,Clouds,6647,2012,12,1,16,afternoon
2012-12-04 23:00:00,None,278.98,1,Clear,2544,2012,12,1,23,night
2012-12-05 02:00:00,None,277.08,1,Clear,264,2012,12,2,2,dawn
2012-12-05 07:00:00,None,271.56,20,Clouds,5922,2012,12,2,7,morning
2012-12-05 09:00:00,None,271.19,1,Clear,5345,2012,12,2,9,morning
2012-12-05 23:00:00,None,267.04,40,Clouds,1056,2012,12,2,23,night
2012-12-06 19:00:00,None,275.75,90,Clouds,3429,2012,12,3,19,night
2012-12-07 03:00:00,None,279.61,90,Drizzle,375,2012,12,4,3,dawn
2012-12-07 14:00:00,None,278.68,40,Clouds,5918,2012,12,4,14,afternoon
2012-12-08 02:00:00,None,269.11,75,Clouds,526,2012,12,5,2,dawn
2012-12-08 03:00:00,None,268.89,40,Clouds,356,2012,12,5,3,dawn
2012-12-08 04:00:00,None,268.65,40,Clouds,418,2012,12,5,4,dawn
2012-12-08 11:00:00,None,271.65,90,Clouds,4465,2012,12,5,11,morning
2012-12-08 16:00:00,None,271.39,90,Mist,4983,2012,12,5,16,afternoon
2012-12-09 14:00:00,None,273.62,54,Clouds,1715,2012,12,6,14,afternoon
2012-12-09 18:00:00,None,271.87,75,Mist,1338,2012,12,6,18,afternoon
2012-12-10 01:00:00,None,272.24,90,Mist,268,2012,12,0,1,dawn
2012-12-10 03:00:00,None,272.01,90,Mist,339,2012,12,0,3,dawn
2012-12-10 10:00:00,None,272.52,90,Mist,3599,2012,12,0,10,morning
2012-12-10 14:00:00,None,272.12,90,Fog,4205,2012,12,0,14,afternoon
2012-12-10 16:00:00,None,271.89,90,Fog,4685,2012,12,0,16,afternoon
2012-12-10 17:00:00,None,271.74,90,Fog,4208,2012,12,0,17,afternoon
2012-12-10 22:00:00,None,268.41,90,Snow,1684,2012,12,0,22,night
2012-12-11 12:00:00,None,261.0,20,Clouds,4396,2012,12,1,12,morning
2012-12-11 16:00:00,None,260.25,75,Clouds,5242,2012,12,1,16,afternoon
2012-12-12 00:00:00,None,257.71,90,Mist,571,2012,12,2,0,night
2012-12-12 03:00:00,None,260.13,90,Mist,357,2012,12,2,3,dawn
2012-12-12 17:00:00,None,263.96,89,Clouds,5574,2012,12,2,17,afternoon
2012-12-12 19:00:00,None,262.79,89,Clouds,3104,2012,12,2,19,night
2012-12-12 23:00:00,None,258.94,75,Mist,1081,2012,12,2,23,night
2012-12-13 06:00:00,None,265.22,75,Mist,5183,2012,12,3,6,morning
2012-12-13 20:00:00,None,275.56,90,Clouds,2982,2012,12,3,20,night
2012-12-13 21:00:00,None,275.95,90,Clouds,2632,2012,12,3,21,night
2012-12-31 07:00:00,None,255.79,20,Mist,3733,2012,12,0,7,morning
2012-12-31 12:00:00,None,263.98,75,Haze,4737,2012,12,0,12,morning
2012-12-31 14:00:00,None,266.65,75,Clouds,4836,2012,12,0,14,afternoon
2012-12-31 16:00:00,None,267.21,1,Clear,4965,2012,12,0,16,afternoon
2012-12-31 18:00:00,None,265.18,75,Clouds,3707,2012,12,0,18,afternoon
2013-01-01 08:00:00,None,260.29,20,Clouds,939,2013,1,1,8,morning
2013-01-01 23:00:00,None,254.48,1,Clear,845,2013,1,1,23,night
2013-01-02 04:00:00,None,252.14,1,Clear,717,2013,1,2,4,dawn
2013-01-02 08:00:00,None,251.87,20,Clouds,5110,2013,1,2,8,morning
2013-01-02 14:00:00,None,261.13,90,Snow,4661,2013,1,2,14,afternoon
2013-01-02 15:00:00,None,261.61,90,Mist,4836,2013,1,2,15,afternoon
2013-01-02 19:00:00,None,264.13,90,Clouds,2687,2013,1,2,19,night
2013-01-02 21:00:00,None,265.29,90,Clouds,1828,2013,1,2,21,night
2013-01-02 22:00:00,None,265.81,90,Clouds,1424,2013,1,2,22,night
2013-01-02 23:00:00,None,266.1,90,Clouds,952,2013,1,2,23,night
2013-01-03 17:00:00,None,265.16,90,Mist,5782,2013,1,3,17,afternoon
2013-01-03 18:00:00,None,265.37,90,Mist,4129,2013,1,3,18,afternoon
2013-01-03 23:00:00,None,266.78,90,Snow,1079,2013,1,3,23,night
2013-01-04 00:00:00,None,266.34,90,Mist,604,2013,1,4,0,night
2013-01-04 11:00:00,None,261.71,90,Mist,4787,2013,1,4,11,morning
2013-01-04 22:00:00,None,262.82,1,Clear,2064,2013,1,4,22,night
2013-01-05 04:00:00,None,265.69,1,Clear,375,2013,1,5,4,dawn
2013-01-05 08:00:00,None,265.43,1,Clear,2339,2013,1,5,8,morning
2013-01-05 14:00:00,None,271.33,1,Clear,4296,2013,1,5,14,afternoon
2013-01-05 22:00:00,None,263.87,20,Clouds,2502,2013,1,5,22,night
2013-01-06 11:00:00,None,265.12,1,Mist,3190,2013,1,6,11,morning
2013-01-06 16:00:00,None,267.89,40,Haze,3969,2013,1,6,16,afternoon
2013-01-06 22:00:00,None,265.04,75,Mist,1384,2013,1,6,22,night
2013-01-07 05:00:00,None,263.69,75,Clouds,2398,2013,1,0,5,dawn
2013-01-07 16:00:00,None,266.48,40,Clouds,6231,2013,1,0,16,afternoon
2013-01-08 03:00:00,None,269.8,75,Clouds,314,2013,1,1,3,dawn
2013-01-08 10:00:00,None,271.43,75,Clouds,4357,2013,1,1,10,morning
2013-01-08 16:00:00,None,274.38,40,Clouds,6486,2013,1,1,16,afternoon
2013-01-09 00:00:00,None,268.26,20,Mist,531,2013,1,2,0,night
2013-01-11 04:00:00,None,271.38,75,Clouds,723,2013,1,4,4,dawn
2013-01-11 05:00:00,None,272.13,1,Clear,2367,2013,1,4,5,dawn
2013-01-11 06:00:00,None,272.52,1,Clear,5163,2013,1,4,6,morning
2013-01-11 10:00:00,None,274.88,40,Clouds,4367,2013,1,4,10,morning
2013-01-11 19:00:00,None,274.05,90,Mist,3433,2013,1,4,19,night
2013-01-11 22:00:00,None,274.05,90,Mist,2143,2013,1,4,22,night
2013-01-11 23:00:00,None,274.18,90,Drizzle,1629,2013,1,4,23,night
2013-01-12 06:00:00,None,274.8,90,Drizzle,1142,2013,1,5,6,morning
2013-01-12 06:00:00,None,274.8,90,Fog,1142,2013,1,5,6,morning
2013-01-12 15:00:00,None,275.66,90,Mist,4557,2013,1,5,15,afternoon
2013-01-13 14:00:00,None,262.31,90,Snow,3644,2013,1,6,14,afternoon
2013-01-14 03:00:00,None,256.83,1,Clear,281,2013,1,0,3,dawn
2013-01-14 04:00:00,None,256.7,20,Clouds,735,2013,1,0,4,dawn
2013-01-14 09:00:00,None,256.42,75,Snow,4673,2013,1,0,9,morning
2013-01-14 12:00:00,None,258.59,75,Snow,4509,2013,1,0,12,morning
2013-01-14 16:00:00,None,259.45,90,Snow,6414,2013,1,0,16,afternoon
2013-01-14 23:00:00,None,257.97,1,Clear,909,2013,1,0,23,night
2013-01-15 02:00:00,None,257.72,1,Clear,246,2013,1,1,2,dawn
2013-01-15 03:00:00,None,257.67,1,Clear,289,2013,1,1,3,dawn
2013-01-15 19:00:00,None,260.66,75,Clouds,3043,2013,1,1,19,night
2013-01-16 08:00:00,None,260.94,20,Clouds,5751,2013,1,2,8,morning
2013-01-16 20:00:00,None,268.95,1,Clear,2807,2013,1,2,20,night
2013-01-16 21:00:00,None,268.8,1,Clear,3090,2013,1,2,21,night
2013-01-17 00:00:00,None,268.71,0,Clear,542,2013,1,3,0,night
2013-01-17 01:00:00,None,266.25,59,Clouds,339,2013,1,3,1,dawn
2013-01-17 03:00:00,None,266.25,59,Clouds,299,2013,1,3,3,dawn
2013-01-17 10:00:00,None,274.1,90,Clouds,4205,2013,1,3,10,morning
2013-01-17 19:00:00,None,266.83,1,Clear,3243,2013,1,3,19,night
2013-02-12 21:00:00,None,267.15,90,Clouds,2669,2013,2,1,21,night
2013-02-13 05:00:00,None,263.66,4,Clear,2611,2013,2,2,5,dawn
2013-02-13 14:00:00,None,273.89,20,Clouds,5313,2013,2,2,14,afternoon
2013-02-14 00:00:00,None,268.26,20,Clouds,567,2013,2,3,0,night
2013-02-14 07:00:00,None,266.57,75,Clouds,5383,2013,2,3,7,morning
2013-02-14 20:00:00,None,273.77,90,Mist,2909,2013,2,3,20,night
2013-02-15 00:00:00,None,273.44,90,Snow,792,2013,2,4,0,night
2013-02-15 19:00:00,None,267.21,75,Clouds,3900,2013,2,4,19,night
2013-02-16 01:00:00,None,261.41,90,Clouds,757,2013,2,5,1,dawn
2013-02-16 03:00:00,None,260.32,75,Clouds,341,2013,2,5,3,dawn
2013-02-16 14:00:00,None,264.73,1,Clear,4637,2013,2,5,14,afternoon
2013-02-16 22:00:00,None,258.89,1,Clear,2642,2013,2,5,22,night
2013-02-17 07:00:00,None,256.8,90,Mist,962,2013,2,6,7,morning
2013-02-17 08:00:00,None,257.14,20,Fog,1647,2013,2,6,8,morning
2013-02-17 11:00:00,None,261.29,75,Snow,3580,2013,2,6,11,morning
2013-02-17 20:00:00,None,260.07,1,Clear,3369,2013,2,6,20,night
2013-02-18 12:00:00,None,270.45,75,Clouds,4680,2013,2,0,12,morning
2013-02-18 19:00:00,None,271.57,90,Clouds,2816,2013,2,0,19,night
2013-02-18 23:00:00,None,271.47,1,Clear,911,2013,2,0,23,night
2013-02-19 20:00:00,None,261.95,90,Snow,2731,2013,2,1,20,night
2013-02-20 22:00:00,None,256.0,1,Clear,1635,2013,2,2,22,night
2013-02-20 23:00:00,None,255.38,1,Clear,1034,2013,2,2,23,night
2013-02-21 14:00:00,None,262.02,57,Clouds,5484,2013,2,3,14,afternoon
2013-02-22 09:00:00,None,260.19,75,Clouds,3870,2013,2,4,9,morning
2013-02-22 10:00:00,None,262.06,75,Clouds,3479,2013,2,4,10,morning
2013-02-22 11:00:00,None,263.69,75,Clouds,3541,2013,2,4,11,morning
2013-02-22 12:00:00,None,265.24,75,Clouds,4132,2013,2,4,12,morning
2013-02-22 14:00:00,None,266.69,90,Clouds,4913,2013,2,4,14,afternoon
2013-02-22 16:00:00,None,266.83,90,Clouds,5830,2013,2,4,16,afternoon
2013-02-22 20:00:00,None,266.99,90,Clouds,2759,2013,2,4,20,night
2013-02-22 22:00:00,None,267.16,90,Clouds,2203,2013,2,4,22,night
2013-02-22 23:00:00,None,267.08,90,Clouds,1559,2013,2,4,23,night
2013-02-23 00:00:00,None,266.99,90,Snow,1059,2013,2,5,0,night
2013-02-23 17:00:00,None,269.65,90,Snow,4725,2013,2,5,17,afternoon
2013-02-24 00:00:00,None,266.87,90,Snow,1093,2013,2,6,0,night
2013-02-24 04:00:00,None,266.51,90,Snow,252,2013,2,6,4,dawn
2013-02-24 06:00:00,None,266.8,90,Mist,696,2013,2,6,6,morning
2013-02-24 08:00:00,None,267.12,90,Snow,1633,2013,2,6,8,morning
2013-02-25 00:00:00,None,264.4,90,Clouds,472,2013,2,0,0,night
2013-02-25 10:00:00,None,266.09,90,Haze,4232,2013,2,0,10,morning
2013-02-25 16:00:00,None,273.43,75,Clouds,6374,2013,2,0,16,afternoon
2013-02-25 22:00:00,None,266.57,20,Mist,1457,2013,2,0,22,night
2013-02-26 01:00:00,None,268.17,90,Clouds,293,2013,2,1,1,dawn
2013-02-26 08:00:00,None,268.97,90,Haze,6219,2013,2,1,8,morning
2013-02-26 09:00:00,None,269.92,90,Haze,5134,2013,2,1,9,morning
2013-02-26 13:00:00,None,274.19,90,Haze,4821,2013,2,1,13,afternoon
2013-02-26 15:00:00,None,274.46,1,Haze,5948,2013,2,1,15,afternoon
2013-02-26 20:00:00,None,268.98,1,Haze,2818,2013,2,1,20,night
2013-02-27 02:00:00,None,264.05,1,Mist,263,2013,2,2,2,dawn
2013-02-27 03:00:00,None,263.9,1,Fog,296,2013,2,2,3,dawn
2013-02-27 04:00:00,None,264.15,90,Mist,773,2013,2,2,4,dawn
2013-02-27 06:00:00,None,264.72,90,Fog,5881,2013,2,2,6,morning
2013-02-27 07:00:00,None,264.42,40,Mist,7067,2013,2,2,7,morning
2013-02-27 10:00:00,None,269.5,90,Mist,4595,2013,2,2,10,morning
2013-02-27 12:00:00,None,272.63,75,Haze,4965,2013,2,2,12,morning
2013-02-28 22:00:00,None,270.79,90,Clouds,2191,2013,2,3,22,night
2013-03-01 03:00:00,None,271.66,90,Clouds,357,2013,3,4,3,dawn
2013-03-01 05:00:00,None,271.71,90,Clouds,2433,2013,3,4,5,dawn
2013-03-01 18:00:00,None,270.64,90,Clouds,5252,2013,3,4,18,afternoon
2013-03-02 01:00:00,None,268.09,90,Clouds,712,2013,3,5,1,dawn
2013-03-02 02:00:00,None,267.99,90,Clouds,587,2013,3,5,2,dawn
2013-03-02 04:00:00,None,267.6,90,Snow,371,2013,3,5,4,dawn
2013-03-02 07:00:00,None,268.04,90,Clouds,2098,2013,3,5,7,morning
2013-03-02 12:00:00,None,269.95,90,Clouds,5219,2013,3,5,12,morning
2012-12-14 02:00:00,None,275.22,90,Clouds,371,2012,12,4,2,dawn
2012-12-14 05:00:00,None,273.05,75,Clouds,2508,2012,12,4,5,dawn
2012-12-14 12:00:00,None,273.04,75,Clouds,5480,2012,12,4,12,morning
2012-12-14 19:00:00,None,268.66,40,Mist,3598,2012,12,4,19,night
2012-12-15 02:00:00,None,265.29,40,Mist,556,2012,12,5,2,dawn
2012-12-15 16:00:00,None,274.08,75,Clouds,4347,2012,12,5,16,afternoon
2012-12-15 19:00:00,None,273.34,90,Clouds,2822,2012,12,5,19,night
2012-12-16 02:00:00,None,276.28,90,Clouds,588,2012,12,6,2,dawn
2012-12-16 07:00:00,None,274.89,90,Mist,964,2012,12,6,7,morning
2012-12-16 08:00:00,None,274.94,90,Mist,1616,2012,12,6,8,morning
2012-12-16 11:00:00,None,275.49,90,Mist,3473,2012,12,6,11,morning
2012-12-16 11:00:00,None,275.49,90,Drizzle,3473,2012,12,6,11,morning
2012-12-16 16:00:00,None,275.22,90,Rain,4130,2012,12,6,16,afternoon
2012-12-16 23:00:00,None,273.57,90,Snow,929,2012,12,6,23,night
2012-12-18 06:00:00,None,266.7,90,Mist,5814,2012,12,1,6,morning
2012-12-18 10:00:00,None,267.14,90,Mist,4918,2012,12,1,10,morning
2012-12-18 15:00:00,None,268.37,90,Mist,6120,2012,12,1,15,afternoon
2012-12-19 03:00:00,None,268.15,90,Mist,378,2012,12,2,3,dawn
2012-12-19 05:00:00,None,268.26,90,Mist,2526,2012,12,2,5,dawn
2012-12-19 09:00:00,None,267.89,90,Snow,5318,2012,12,2,9,morning
2012-12-19 10:00:00,None,268.08,90,Fog,4869,2012,12,2,10,morning
2012-12-19 17:00:00,None,269.21,90,Mist,5784,2012,12,2,17,afternoon
2012-12-19 20:00:00,None,269.35,90,Mist,2883,2012,12,2,20,night
2012-12-20 03:00:00,None,271.57,90,Mist,391,2012,12,3,3,dawn
2012-12-20 18:00:00,None,270.9,90,Clouds,4279,2012,12,3,18,afternoon
2012-12-20 19:00:00,None,270.72,90,Mist,3270,2012,12,3,19,night
2012-12-20 21:00:00,None,270.52,90,Snow,2458,2012,12,3,21,night
2012-12-21 01:00:00,None,268.41,90,Haze,436,2012,12,4,1,dawn
2012-12-21 02:00:00,None,267.99,90,Snow,318,2012,12,4,2,dawn
2012-12-21 02:00:00,None,267.99,90,Mist,318,2012,12,4,2,dawn
2012-12-21 04:00:00,None,267.56,90,Mist,739,2012,12,4,4,dawn
2012-12-21 05:00:00,None,267.56,90,Snow,2242,2012,12,4,5,dawn
2012-12-21 08:00:00,None,267.45,90,Mist,5315,2012,12,4,8,morning
2012-12-21 13:00:00,None,269.6,90,Clouds,5578,2012,12,4,13,afternoon
2012-12-21 22:00:00,None,262.59,20,Clouds,2724,2012,12,4,22,night
2012-12-22 00:00:00,None,261.72,1,Clear,1227,2012,12,5,0,night
2012-12-22 04:00:00,None,260.19,1,Clear,394,2012,12,5,4,dawn
2012-12-22 10:00:00,None,261.21,1,Clear,3705,2012,12,5,10,morning
2012-12-22 13:00:00,None,264.69,1,Clear,4350,2012,12,5,13,afternoon
2012-12-22 21:00:00,None,260.44,1,Clear,2567,2012,12,5,21,night
2012-12-23 13:00:00,None,269.17,20,Clouds,3459,2012,12,6,13,afternoon
2012-12-25 06:00:00,None,263.69,90,Snow,432,2012,12,1,6,morning
2012-12-27 00:00:00,None,255.83,36,Clouds,686,2012,12,3,0,night
2012-12-27 01:00:00,None,256.27,75,Clouds,418,2012,12,3,1,dawn
2012-12-27 18:00:00,None,261.69,1,Clear,3629,2012,12,3,18,afternoon
2012-12-28 01:00:00,None,258.28,40,Clouds,452,2012,12,4,1,dawn
2012-12-28 06:00:00,None,259.92,90,Clouds,3913,2012,12,4,6,morning
2012-12-28 21:00:00,None,265.92,90,Mist,2614,2012,12,4,21,night
2012-12-29 00:00:00,None,265.62,90,Snow,1003,2012,12,5,0,night
2012-12-29 07:00:00,None,265.14,90,Snow,1280,2012,12,5,7,morning
2012-12-29 07:00:00,None,265.14,90,Mist,1280,2012,12,5,7,morning
2012-12-29 11:00:00,None,266.68,90,Snow,3583,2012,12,5,11,morning
2012-12-29 14:00:00,None,268.58,90,Haze,4240,2012,12,5,14,afternoon
2012-12-29 21:00:00,None,262.73,20,Snow,2429,2012,12,5,21,night
2012-12-30 03:00:00,None,264.99,90,Snow,356,2012,12,6,3,dawn
2012-12-30 17:00:00,None,262.31,90,Clouds,2933,2012,12,6,17,afternoon
2012-12-30 22:00:00,None,257.63,1,Haze,1717,2012,12,6,22,night
2012-12-31 08:00:00,None,255.91,20,Mist,3382,2012,12,0,8,morning
2012-12-31 19:00:00,None,265.69,75,Clouds,3294,2012,12,0,19,night
2012-12-31 22:00:00,None,264.58,40,Mist,2293,2012,12,0,22,night
2013-01-01 02:00:00,None,264.16,75,Snow,933,2013,1,1,2,dawn
2013-01-17 21:00:00,None,264.32,1,Clear,2646,2013,1,3,21,night
2013-01-18 01:00:00,None,260.74,20,Clouds,355,2013,1,4,1,dawn
2013-01-18 04:00:00,None,260.0,75,Clouds,712,2013,1,4,4,dawn
2013-01-18 19:00:00,None,263.15,40,Clouds,3503,2013,1,4,19,night
2013-01-18 22:00:00,None,264.01,90,Clouds,2311,2013,1,4,22,night
2013-01-19 09:00:00,None,271.02,75,Clouds,3346,2013,1,5,9,morning
2013-01-19 20:00:00,None,273.0,20,Clouds,2532,2013,1,5,20,night
2013-01-20 22:00:00,None,257.21,90,Clouds,2215,2013,1,6,22,night
2013-01-21 02:00:00,None,255.49,40,Clouds,270,2013,1,0,2,dawn
2013-01-21 03:00:00,None,255.33,40,Clouds,310,2013,1,0,3,dawn
2013-01-22 10:00:00,None,250.44,40,Haze,4031,2013,1,1,10,morning
2013-01-22 13:00:00,None,252.22,75,Clouds,4747,2013,1,1,13,afternoon
2013-01-22 15:00:00,None,252.94,20,Clouds,5459,2013,1,1,15,afternoon
2013-01-23 01:00:00,None,247.16,11,Clouds,346,2013,1,2,1,dawn
2013-01-23 14:00:00,None,255.04,75,Clouds,5212,2013,1,2,14,afternoon
2013-01-24 04:00:00,None,259.3,90,Snow,746,2013,1,3,4,dawn
2013-01-24 04:00:00,None,259.3,90,Haze,746,2013,1,3,4,dawn
2013-01-24 07:00:00,None,259.98,90,Snow,6870,2013,1,3,7,morning
2013-01-24 21:00:00,None,253.97,1,Clear,2521,2013,1,3,21,night
2013-01-25 02:00:00,None,251.56,90,Clouds,283,2013,1,4,2,dawn
2013-01-25 10:00:00,None,254.65,90,Clouds,4463,2013,1,4,10,morning
2013-01-25 13:00:00,None,257.86,90,Clouds,5206,2013,1,4,13,afternoon
2013-01-25 16:00:00,None,259.97,90,Clouds,6456,2013,1,4,16,afternoon
2013-01-25 19:00:00,None,260.46,90,Clouds,3633,2013,1,4,19,night
2013-01-26 02:00:00,None,262.98,90,Mist,584,2013,1,5,2,dawn
2013-01-26 10:00:00,None,265.05,75,Snow,3991,2013,1,5,10,morning
2013-01-28 02:00:00,None,268.6,40,Clouds,261,2013,1,0,2,dawn
2013-01-28 20:00:00,None,272.55,90,Mist,2460,2013,1,0,20,night
2013-01-30 01:00:00,None,273.05,90,Mist,370,2013,1,2,1,dawn
2013-01-30 15:00:00,None,274.69,90,Clouds,5693,2013,1,2,15,afternoon
2013-01-30 16:00:00,None,273.98,90,Clouds,6617,2013,1,2,16,afternoon
2013-01-31 02:00:00,None,268.82,90,Clouds,261,2013,1,3,2,dawn
2013-01-31 04:00:00,None,268.58,20,Clouds,747,2013,1,3,4,dawn
2013-01-31 05:00:00,None,268.66,75,Clouds,2533,2013,1,3,5,dawn
2013-01-31 13:00:00,None,261.53,100,Clouds,4962,2013,1,3,13,afternoon
2013-01-31 16:00:00,None,258.75,99,Clouds,6485,2013,1,3,16,afternoon
2013-01-31 18:00:00,None,254.84,98,Clouds,4334,2013,1,3,18,afternoon
2013-01-31 21:00:00,None,253.77,99,Clouds,2545,2013,1,3,21,night
2013-02-01 16:00:00,None,251.77,83,Clouds,5971,2013,2,4,16,afternoon
2013-02-02 22:00:00,None,256.44,93,Clouds,2752,2013,2,5,22,night
